,inner_title,inner_link,inner_image,min_number,min_price,min_content
533,英國惠特利尼爾琴酒700ml,https://www.609.com.tw/Product/16070061,https://www.609.com.tw/Images/網站主推有底圖/英國惠特利尼爾琴酒(主推圖).jpg,16070061,NT$999/瓶,"惠特利·尼爾（Whitley Neill）由100％的穀物精油製成，將其浸入植物中，然後在100多年前仍被稱為""康斯坦斯""的美麗古董銅鍋中蒸餾。僅使用最純淨的水，並且精心選擇了九種植物中的每一種，以確保它們的最高質量。英國惠特利尼爾琴酒，由非洲植物製成，包括猴麵包樹（被稱為生命之樹）的提取物和酸漿果實。香氣:帶有淡淡的香菜葉，小牛皮和柑橘味。口感:濃郁的決明子皮，切好的草藥，蜂蜜，奇特的香料和柑橘。餘韻:長且溫潤。"
534,"荷蘭巴比琴酒
700ml",https://www.609.com.tw/Product/16070066,https://www.609.com.tw/Images/16調酒/巴比琴酒.jpg,16070066,"NT$1,199/瓶",Bobby的Schiedam琴酒以Jacobus Alfons的名字命名，Jacobus Alfons被他的朋友和家人稱為Bob或Bobby。他們花了將近兩年的時間來製作Bobbys，這是一種非常細膩且平衡的蒸餾琴酒。八種植物藥全部單獨蒸餾。無添加劑，糖或提取物。純粹純正的味道。 Bobbys Jenever 是一款細緻的琴酒。僅使用4%麥酒+ 5種草本，沒有額外添加，追求純粹。以印尼元素:香茅、杜松子、荳蔻、尾胡椒、薑，使用分餾（Fractional Distillation）技術取得各材料蒸餾酒液，經調和後再稀釋至38％。香氣:印尼香料和傳統的麥芽葡萄酒香氣撲鼻口感:新鮮的檸檬草和香草，杜松子，尾胡椒和小荳蔻
535,哈士柏紅精靈69度苦艾酒500ml,https://www.609.com.tw/Product/130131,https://www.609.com.tw/images/16調酒/哈士伯紅精靈.jpg,130131,NT$999/瓶,紅精靈帶有獨特茴香風味，且具有較溫和的酒精度，適合調配色彩絢麗，風味多元的雞尾酒，紅精靈是Party最加拍檔，顏色絢麗酒精度高(相較於其他類型基酒)，只要一點點，就會讓人瘋狂愛上。                            
536,墨西哥培恩XO咖啡利口酒750ml(紫),https://www.609.com.tw/Product/160200032,https://www.609.com.tw/Images/16調酒/培恩XO咖啡利口酒.jpg,160200032,NT$899/瓶,PATRON製作過程的每一個步驟都是用細膩完美的手工完成- 從在墨西哥Jalicso高地採收特級的龍舌蘭植物到百年相傳的蒸餾方式，每一瓶的標籤，包裝與最後的品質檢查，都是由墨西哥工廠中數以百計的工人慢慢的經由手工完成。 品牌故事】 THE PATRON SPIRITS COMANY (培恩酒業公司) 體現了力求釀造世界最頂級酒類產品的經營理念：除了承諾釀造最優質酒產，包裝上亦獨樹一幟，優雅與造型兼備。利用阿拉比卡咖啡與Patron Silver調和而成的咖啡利口酒相當的醇厚濃郁，咖啡的香味不管是嗅覺或是味覺都能明顯感受到，同時還能品嚐到些許的香草與巧克力風味，最後才是淡淡的龍舌蘭香，味道相當多層次，並不會只有甜膩的口感。而且冬春交際之時，氣候寒冷，很適合將咖啡利口酒做成熱的調酒，喝完之後一定全身都暖了起來。2019年龍舌蘭與梅斯卡爾大師賽-金牌
537,墨西哥培恩XO咖啡黑可可利口酒750ml(紅),https://www.609.com.tw/Product/160200033,https://www.609.com.tw/Images/16調酒/培恩XO咖啡可可利口酒.jpg,160200033,NT$899/瓶,將高品質培恩銀樽龍舌蘭與頂級Arabica咖啡和墨西哥Criollo巧克力調和，創造出獨一無二的頂級咖啡系列利口酒，這款XO咖啡黑可可利口酒具有培恩龍舌蘭咖啡利口酒滑順甘美的口感，並帶有濃郁巧克力及淡淡龍舌蘭香氣。夏日酒酒譜一甜甜圈巧克力牛奶:XO咖啡黑可可利口酒2oz+牛奶3oz+自己喜歡的小粒甜甜圈夏日酒酒譜二焦糖冰淇淋特調:XO咖啡黑可可利口酒2oz+焦糖醬1oz+香草冰淇淋1~2球+些許海鹽及冰塊色澤：渾厚的深棕色香氣：新鮮的咖啡香與可可香口感：馥郁的新鮮烘培咖啡味與濃郁的巧克力味尾韻：扎實巧克力伴隨著培恩龍舌蘭滑順甘美                             
538,美國南方安逸香甜利口酒1000ml,https://www.609.com.tw/Product/16060058,https://www.609.com.tw/Images/16調酒/南方安逸香甜酒.jpg,16060058,NT$899/瓶,"M.W.Heron, 1850年出生於愛爾蘭，於1870年來到紐奧良當酒保。當時的威士忌非常辛辣，在消費者不喜歡的狀況下，他便決定要發展一種威士忌來滿足消費者的口味。於是，他用不同的酒和香料的味道來調配出柔滑、清新、順口的威士忌 (Cuffs and Buttons)。 他將調配的秘方當做最高機密(即使到現在也一樣)，而且他將這款新發展出來的威士忌以單杯的方式賣給客人。 1855年，為了在紐奧良舉辦的世界博覽會，Heron為他的產品正式重新命名為Southern Comfort。 1898年，Heron搬到了田納西，田納西的酒吧聽說Heron的到來，紛紛來向他要調配的秘方。 Heron發現了商機，他不但沒有跟任何人傳授這個秘方，反而把他的秘方拿去註冊之後，將SoCo裝瓶出售。 ‧1900年，SoCo在巴黎的世界博覽會得到了金牌獎的榮譽；1904年，Heron用SoCo調製了第一杯的雞尾酒大受歡迎，同時又為他贏得了一面金牌! 1934年，Fowler 家族買下了Southern Comfort的品牌，換成了現在的包裝。標籤中的房子就是Fowler家族的房子。因為亂世佳人這部電影的關係，Southern Comfort出了一款雞尾酒以劇中女主角為名，就此一炮而紅。結合了經典的威士忌味和桃子的果味新鮮度。自19世紀後期誕生以來，南方安逸已被用於無數的雞尾酒和調和飲料配方，它與可樂和一塊好的冰塊搭配再一起是特別容易飲用的。香氣：甜美的果香。罐頭桃子，金色糖漿的味道和淡淡的杏仁味。口感：奶油伴隨著桃花蜜和柔和的香料，香草和蜂蜜的味道油脂豐厚。餘韻：香草和蜂蜜的果味。品飲方式南方安逸香甜酒適合搭配有氣飲品(如蘇打、通寧水)氣泡可以釋放出酒款特有的桃果鮮度，清新的氣息搭配香甜的風味更可以相互輝映。"
539,墨西哥卡嚕哇咖啡利口酒750ml,https://www.609.com.tw/Product/160009,https://www.609.com.tw/images/16調酒/卡嚕哇咖啡酒750ml.jpg,160009,NT$379/瓶, 全球獨一無二的以咖啡原豆作基底調味香甜酒，有咖啡的濃郁醉人，並 帶有淡淡香草芬芳口感香氣的濃郁，入口卻不失清爽，適於製作各式的調酒。建議飲用的方式：適於製作任何各式調酒，建議調酒法例如卡魯哇加入可樂或蘇打，口 感清爽甜蜜，加入牛奶的卡魯哇味道濃郁典雅，引人陶醉。 卡魯哇咖啡香甜酒是以天然甘蔗提煉，加入香草及南美洲咖啡原豆磨成香料來調味甜酒，目前是世界上排名前三十大的烈酒品牌，每年產製及銷售量超過 250萬箱，全球各角落共有超過2千五百萬卡魯哇的忠實顧客，每年喝掉超過7億杯由卡魯哇香甜酒調製而成的酒。卡魯哇傳遞給消費者的不只是獨特的口感經 驗，品牌的整體精神，由黑色、紅色及黃色所構成的色澤及特殊的瓶身設計，他各式各樣的廣告設計傳達一種在海浪邊棕櫚樹下的自然氣息。
540,愛爾蘭貝禮詩甜奶酒700ml,https://www.609.com.tw/Product/160018,https://www.609.com.tw/images/16調酒/貝里詩奶酒.jpg,160018,NT$469/瓶, 運用愛爾蘭所蘊產出的純淨鮮乳，經過特殊方式提煉出的高純度鮮奶油調和，其濃郁的乳香融合著愛爾蘭威士忌的芳醇，再佐以香草、巧克力的濃郁口感，造就了這舉世聞名的Baileys貝禮詩香甜酒。Baileys貝禮詩香甜酒，吞飲入喉之後是香醇濃厚，順而不膩，那股華麗而多層次的飽和口感，隱約透著淡渺的醉意，讓人彷彿置身於愛爾蘭的清新 微風中般，在簡單之中呈現奢華的幸福，心底感到無比的恬適著迷無論是純飲、直接加冰塊，或是微微溫熱之後再品味啜飲，濃郁的Baileys貝禮詩香甜酒總 能竄入喉嚨、胸口，在心中留下一股單純感動的甜蜜味道。除此之外，它在美食上的用途也十分廣泛，舉凡: 咖啡、甜點、麵包、蛋糕、湯類甚至主食等，都能加入香濃的 Baileys貝禮詩香甜酒調配出風味特殊的精緻料理：也可隨心添加在堅果、奶製品及咖啡中。
541,愛爾蘭貝禮詩草莓風味甜奶酒700ml,https://www.609.com.tw/Product/16100028,https://www.609.com.tw/Images/16調酒/貝禮詩草莓風味甜奶酒.jpg,16100028,NT$699/瓶,大家應該都對貝禮詩奶酒不陌生，1974年就誕生的首款以為威士忌為底的奶酒，風味融合了純正的愛爾蘭威士忌、香草精華和可可等，這款融合柔順香甜奶香氣息加上濃濃酒味，讓不少人獨鍾於它或這款所衍生的系列調酒與甜點、糕餅等！其實至今，貝禮詩奶酒已經開發了包括香草肉桂、焦糖海鹽、咖啡奶油等口味～來自愛爾蘭的貝禮詩奶酒完美融合鮮奶油與威士忌，是超多女孩的最愛，鮮奶油完美平衡了威士忌的嗆辣，又融合了濃郁的香草、可可香氣，讓這款奶酒口感超級溫順，香甜的氣息卻又不讓人覺得甜膩，喝起來超像是融化的奶昔搭上淡淡的酒精香氣。而最讓女孩心都融化的，就是這款2018年中推出的貝禮詩香甜奶酒草莓口味，粉紅色瓶身整個讓少女心噴發！限量發售一開始僅限於英國的超市，17%的濃不僅可直接加入冰塊飲用更可用在製作甜點，讓草莓系戀愛甜點如餅乾、草莓慕斯等更具層次和風味！
542,"愛爾蘭貝禮詩紅絲絨蛋糕風味甜奶酒
700ml",https://www.609.com.tw/Product/16100031,https://www.609.com.tw/Images/網站主推有底圖/愛爾蘭貝禮詩紅絲絨蛋糕風味奶酒(主推圖).jpg,16100031,NT$749/瓶,大家應該都對貝禮詩奶酒不陌生，1974年就誕生的首款以為威士忌為底的奶酒，風味融合了純正的愛爾蘭威士忌、香草精華和可可等，這款融合柔順香甜奶香氣息加上濃濃酒味，讓不少人獨鍾於它或這款所衍生的系列調酒與甜點、糕餅等！其實至今，貝禮詩奶酒已經開發了包括香草肉桂、焦糖海鹽、咖啡奶油等口味～從愛爾蘭奶油開始，然後融合香草奶油奶酪糖霜的美味香氣，並以巧克力可可粉細膩味來完成，以完美地複制美味蛋糕的奔放口味。只需將貝禮詩紅絲絨蛋糕風味奶酒添加到您最喜歡的熱巧克力飲料中，即可獲得天鵝絨般的滋味。
543,利萊白麗葉開胃酒750ml,https://www.609.com.tw/Product/16100029,https://www.609.com.tw/Images/16調酒/利萊白麗葉開胃酒.jpg,16100029,NT$799/瓶,由Lillet兄弟倆於1872年法國波爾多成立，品牌定位希望成為女性最受歡迎的 Premium 餐前酒。品牌形象源自法國，優雅且平易近人，以女性族群為主要導向，Creat Low Proof cocktails with high flavor impact.Wine+Liqueur 融合的風味餐前酒，柔順、細緻，充滿果香味。85% 白酒＋15% 柑橘類利口酒，再放入橡木桶。主要葡萄品種是 Semillon。香氣：花香、些許蜂蜜、糖漬柳橙、葡萄乾、萊姆、薄荷飲用：清爽但有著豐富果香，風味飽滿，細緻且延綿的尾韻適合溫度：6°C - 8°C飲用方式：純飲、加入冰塊、調酒搭配餐點：鵝肝、貝類、魚類、白肉、起士
544,義大利富蘭葛利榛果香甜利口酒1000ml,https://www.609.com.tw/Product/16100030,https://www.609.com.tw/Images/16調酒/富蘭葛利榛果.jpg,16100030,NT$899/瓶,據說在三百年前，在北義大利皮得蒙區的山丘上住著一群基督教傳教士，他們善於烹調食物及釀酒。 而今日的義大利富蘭葛利榛果香甜酒源自於傳教士們運用高超的製酒技巧，加入皮得蒙區特產的野生榛果和許多天然的調味料創造出來的香甜酒。義大利富蘭葛利榛果香甜酒彷彿化身為當時的傳教士般穿著長袍，並且堅守著傳統，使用當地的原料釀成。義大利富蘭葛利榛果香甜酒的特質和傳說在瓶子的前標上有清楚的說明。Frangelico Liqueur酒瓶仿造傳教士的外型設計，榛果的風味和莓類、香草緊密相連，口感相當誘人，是現代Lounge Bar不可或缺的鎮店之寶。 義大利富蘭葛利榛果香甜酒是一款獨特的義大利香甜酒，有著令人難以抗拒的榛果風味，且富含藥草、莓類的香氣。 由於它特殊的配方，使的每一滴義大利富蘭葛利榛果香甜酒都是獨一無二的口味，每嚐一口都讓口腔內充滿滑順、溫暖、調和完美的口感，進而使味覺神經獲得絕對的滿足。 不管是直飲或是加冰塊調成雞尾酒，都是很好的飲用方法。若是調和在熱咖啡中，榛果風味更加迷人。 義大利富蘭葛利榛果香甜酒來自北義著名的皮得蒙區(Piedmont)傳承其獨特的造型和性格。 如同「傳教士」般的外型和有趣的傳說也是義大利富蘭葛利榛果香甜酒廣受世人歡迎的主要原因之一。
545,義大利迪沙羅娜杏仁香甜利口酒700ml,https://www.609.com.tw/Product/16060060,https://www.609.com.tw/Images/16調酒/迪沙羅娜杏仁.jpg,16060060,NT$499/瓶,畫家達·文西（Leonardo da Vinci）的學生貝爾納迪諾·路尼（Bernardino Luini）受命裝飾薩羅諾聖殿，專門保護聖母像。為了畫麥當娜，她選擇了一位美麗的當地旅館老闆作為模特。後者想通過給他一個裝滿琥珀色，芬芳而細膩的利口酒來表示感謝。當時，許多家庭都親自生產利口酒，。在這些家族中，恰好有雷納家族，1600年，喬瓦尼·雷納（Giovanni Reina）重新發現了古老的琥珀利口酒配方。Disaronno是在意大利的薩隆諾生產的，僅使用最高質量的天然食材，例如無水酒精，焦糖和浸泡在杏子仁油中的十七種精選草藥和水果的純淨香精。這種特殊配方自1525年以來就沒有改變。香氣: 杏仁，酸櫻桃皮，榛果拿鐵和淡淡西葫蘆味口感:略帶糖漿，加上小杏仁餅乾，香草，檸檬味，考杏仁和杏子。餘韻: 溫和，滑順，甜。
546,加拿大撒旦肉桂威士忌利口酒700ml,https://www.609.com.tw/Product/16060061,https://www.609.com.tw/Images/網站主推有底圖/撒旦威士忌(主推圖).jpg,16060061,NT$599/瓶,"Sazerac公司，公司是一家私人持有的美國酒精飲料公司，總部位於梅泰裡的大都市區的易斯安那州新奧爾良市，但在其主要辦公肯塔基州路易斯維爾。該公司由億萬富翁威廉·戈德林（William Goldring）及其家人所有。截至2017年，它運營著9個釀酒廠，擁有2,000名員工，在112個國家/地區運營。它是美國最大的兩家烈酒公司之一。撒旦肉桂威士忌利口酒是一種具有天然肉桂味的順口利口酒，是在加拿大使用純淨的加拿大威士忌製造的。它是雞尾酒的絕佳之選。撒旦肉桂威士忌利口酒的煙熏味在北美的酒吧和俱樂部中獲得了人們的喜愛。香氣:明顯的肉桂和香料口感:肉桂的甜味與焦糖味混合在一起，持續著悠長的時間"
547,法國班尼迪克丁香甜利口酒700ml,https://www.609.com.tw/Product/16050058,https://www.609.com.tw/Images/16調酒/班尼迪克丁香甜利口酒.jpg,16050058,NT$799/瓶,貝尼迪克汀來自諾曼底費坎的同名修道院，它是由該修道院的僧侶在18世紀創造的原始配方開發而成。班尼迪克丁香甜利口酒是由中草藥大師精選的27種植物和香料的精妙混合物。班尼迪克丁香甜利口酒的釀造需要兩年時間，並且需要蒸餾大師的所有技能和專門知識，需要他的全部經驗和技巧，才能使過程中的每個階段都達到完美。香氣:新鮮柑桔皮，荳蔻，雪松木，肉荳蔻，鼠尾草。口感:柔滑，甜蜜，淡淡的香料味，帶有藏紅花，生薑，荳蔻，丁香和柑橘的熱情。餘韻:摩卡咖啡，軟糖，香草和松樹汁的溫暖香氣不斷出現，和藏紅花跟薑餅味。
548,法國華冠桑椹香甜利口酒500ml,https://www.609.com.tw/Product/16100035,https://www.609.com.tw/Images/16調酒/法國華冠桑椹香甜利口酒.jpg,16100035,NT$650/瓶,法國路易十四王朝時貴族最愛用的香甜酒之。以法國桑椹釀造，融合蜂蜜水果、香草精華，成為華麗圓潤的風味，歷經百年而不衰。 主要的成分是覆盆子、黑梅、黑醋栗等水果以及蜂蜜調味。
549,瑞典絕對伏特加-原味口味700ml,https://www.609.com.tw/Product/1108150,https://www.609.com.tw/images/16調酒/ABS原味.jpg,1108150,NT$349/瓶,原創自1879的原味伏特加ABSOLUT VODKA擁有豐富的口感，在細膩完美平衡的特質中感受到特有的甘醇順口，具乾果味及麥香。每滴絕對伏特加都是在瑞典南部Ahus生產與裝瓶的，這個地方 亦擁有純淨的水質，優質的冬麥，因此單一產地更能控制絕對伏特加的每一步製程，達到每一批產品的口感都相同的嚴格完美標準。每瓶絕對伏特加要由1公斤的冬麥才能蒸餾而成，而生長在Ahus沃土的冬麥讓絕對伏特加更擁有滑順、醇厚的口感，帶有獨特的麥香風味，其餘味隱約的 水果香味淡淡散發；純淨未受污染的深泉水，是釀造絕對純淨伏特加的主要關鍵，絕對伏特加是採用瑞典南部的Ahus的深層地下泉水，不僅完全不受污染，更含有良好一致的礦物質，呈現出一致的高優質品質， 也襯托出冬麥釀造的滑順口感。對伏特加是經過連續蒸餾法來去除所有雜質，而且蒸餾次數超過100次以上，這種蒸餾法是由Lars Olsson Smith於1876年所首創出來，保證絕對伏特加的絕對順口 。
550,古巴百家得蘭姆酒750ml,https://www.609.com.tw/Product/1108151,https://www.609.com.tw/Images/16調酒/百家得151萊姆酒750ml.jpg,1108151,NT$349/瓶,創立西元1862年，是第一位將木炭過濾法應用於蘭姆 酒的釀造先鋒。所謂的木炭過濾法，是將不同的木材燒 煉成炭，這種炭的特色是具有精密程度不一的密度孔隙， 可以將蘭姆酒半成品中的雜質完全濾淨，並為其留下最後 的芳香口感。因為這道先進製程，再加上Facundo Bacardi 所研發的獨家配方，使得Bacardi較他牌蘭姆酒更加純淨 ，更具有獨特醇順口味。
551,英國英人牌琴酒700ml,https://www.609.com.tw/Product/1108152,https://www.609.com.tw/images/16調酒/英人牌琴酒.jpg,1108152,NT$329/瓶,英人牌琴酒主要原料為穀物、杜松子、柑橘果皮。琴酒是一種極具清香且與眾不同的烈酒，不同品牌可能會擁有極大不同的風味。除了淨化的麥芽酒內加入杜松子會 造成不同風味外，不同的酒廠也會加入不同的香料。BEEFEATER琴酒經過雙重蒸餾，且由專業釀酒師Desmond Payne細膩的調配混合而產出最高品質的琴酒。
552,日本六ROKU頂級琴酒700ml,https://www.609.com.tw/Product/1108153,https://www.609.com.tw/Images/16調酒/日本琴酒.jpg,1108153,NT$749/瓶,全球第3大頂級烈酒公司Beam Suntory旗下第一款頂級日本琴酒「六（ROKU）」日前正式在台上市。這款獨特的酒品是為了因應市場對於有著獨特香氣頂級琴酒的需求而誕生的，同時也是三得利回應市場對於日本製品的愛好而誕生的。Beam Suntory台灣分公司表示，「六（ROKU）」是琴酒工藝師純熟精確掌握各種原料，以及專注在製程上的細節所誕生的頂級琴酒。ROKU在日文裡代表著「六」，六（ROKU）使用了6種經典的日本植物：櫻花、櫻花葉、日本柚子皮、煎茶、玉露，日本山椒；這些植物都是順應四季時序，在植物最盛開的時候採收並擷取其中的精華及香氣，經過日本大阪三得利烈酒廠的日本琴酒工藝師浸製、蒸餾、最後調和而成。六（ROKU）的細緻是透過6種獨特的日本植物、以及8種經典琴酒材料所表現出來的均衡風味。而在六（ROKU）製程中最獨特的地方是，為了擷取這6種日本植物最精華的風味，工藝師選用了不一樣的壺式蒸餾器分批蒸餾，而這樣的努力也為這層次豐富的琴酒帶來如絲般細緻平衡的口感。日本職人精神對於細節的極致專注也展現在瓶身上，六（ROKU）的瓶身以六角形狀呈現，代表了使用的6種日本植物，同時，也將植物的樣貌以浮雕的形式呈現在6個面上；瓶標則以漢字「六」印製在傳統和紙上，細緻地加上燙金六角戳章。香氣:櫻花和綠茶帶來花香和甜美的香氣。口感:各種植物的複雜，多樣層次和諧的味道。基調的傳統琴酒口味，加上特色的日本植物香調，以柚子為首選。餘韻:清爽的日本胡椒帶來一點點辛香的收尾。2018年國際烈酒挑戰賽-銀牌
553,英國龐貝藍鑽特級琴酒700ml,https://www.609.com.tw/Product/1108154,https://www.609.com.tw/images/16調酒/龐貝琴酒.jpg,1108154,NT$499/瓶,『龐貝藍鑽特級琴酒』的王者風範藉由精緻的手工藝術 -- 卓越的包裝設計、豐富的口感與獨家製造方法，展現出琴酒中的頂級品味及藝術價值。四角冰藍瓶身、維多利亞女王肖像的主題，融合悠久的傳統及藍鑽的歷史，脫俗的外表散發出神秘、誘惑，既古典亦現代的設計風格。不同於一般琴酒由3至4種以杜松子為主原料所製成，龐貝藍鑽特級琴酒包含了10種來自世界各地特別嚴選的精緻素材 -- 義大利的杜松子、摩洛哥的胡荽、德國的白芷、西班牙的檸檬皮及杏仁、義大利的香鳶尾、西非的天堂砂、爪哇的畢橙茄、中南半島的肉桂與來自中國的甘草，層次豐富的天然口感來自於這十種草本精華的香氳：最後，將草本精華香氣與來自英國威爾斯高山凡尼湖的純淨泉水透過耗時且昂貴的三次蒸餾過程，緊密融合，神秘的 酒液就此孕育。
554,愛爾蘭貝禮詩甜奶酒700ml,https://www.609.com.tw/Product/1108155,https://www.609.com.tw/images/16調酒/貝里詩奶酒.jpg,1108155,NT$469/瓶, 運用愛爾蘭所蘊產出的純淨鮮乳，經過特殊方式提煉出的高純度鮮奶油調和，其濃郁的乳香融合著愛爾蘭威士忌的芳醇，再佐以香草、巧克力的濃郁口感，造就了這舉世聞名的Baileys貝禮詩香甜酒。Baileys貝禮詩香甜酒，吞飲入喉之後是香醇濃厚，順而不膩，那股華麗而多層次的飽和口感，隱約透著淡渺的醉意，讓人彷彿置身於愛爾蘭的清新 微風中般，在簡單之中呈現奢華的幸福，心底感到無比的恬適著迷無論是純飲、直接加冰塊，或是微微溫熱之後再品味啜飲，濃郁的Baileys貝禮詩香甜酒總 能竄入喉嚨、胸口，在心中留下一股單純感動的甜蜜味道。除此之外，它在美食上的用途也十分廣泛，舉凡: 咖啡、甜點、麵包、蛋糕、湯類甚至主食等，都能加入香濃的 Baileys貝禮詩香甜酒調配出風味特殊的精緻料理：也可隨心添加在堅果、奶製品及咖啡中。
555,法國君度香橙利口酒700ml,https://www.609.com.tw/Product/1108156,https://www.609.com.tw/images/16調酒/君度橙酒.jpg,1108156,NT$499/瓶,"濃郁酒香中混以水果香味，鮮果交雜著甜橘的自然果香，而橘花，白芷根和淡淡的薄荷香味綜合君度橙酒特殊的濃郁和不凡氣質。長久以來一直被認為是無法為其它品牌取代的香甜酒中極品。 君度橙酒加入冰塊後，酒的甜味降低,使君度橙酒中各種濃郁香氣更被激發揮散到極致，而君度橙酒的優異酒質是其它品牌無法複製的，君度橙酒的釀製秘方一直被Cointreau 家族視為最珍貴的資產,受到極力的保護。 早期的君度較偏向用作基酒，世界界最著名的橙味力嬌酒品牌君度比其他同類烈酒更適合這群懂得生活的女人，因為飲用君度的女人除了具有傳統的溫良品質外，還能在自信和矜持間尋找到屬於自己的快樂。她們不畏爭議而於紛亂中保持自我，如天鵝般矜持但卻從不傲慢，似靈貓般有著狡黠和敏銳的個性。 她們不盲從於潮流，在人群中具有脫穎而出的魅力，以及無法被掩蓋的優雅氣息。君度橙酒,亦是烘焙用調味酒之一.廣泛運用於西點食譜中，尤其是橙味蛋糕中。"
556,德國野格鹿伯利口酒700ml,https://www.609.com.tw/Product/1108157,https://www.609.com.tw/images/16調酒/德國野格鹿伯利口酒700ml.jpg,1108157,NT$469/瓶,"Jagermeister有許多有趣稱法，鹿伯、野格、聖鹿香草、鹿血酒(德)，而它的鹿頭、十字架標誌也有一番典故。七世紀時， 有一位叫做Hubertus的年輕人，以品行純潔著稱；法國的Theoderich因忌妒他的名聲，而向他宣戰；Hubertus與叔叔Pipin英勇地 打敗Theoderich，由於Hubertus的英勇善戰，虜獲 Floribana公主的芳心，但是公主不久就去世了；Hubertus便拋棄榮華富貴，開始離群索居，過著簡樸的生活。有一次去森林中打獵， 碰見一頭發著光的麋鹿，在兩支鹿角中浮著一個十字架，他因而受到神的感召， 得到啟示，而開始保護大自然，最後受封成為聖人。商標上的麋鹿頭像以及發光十字架，獨一無二， 容易辨認，呼應自然保育聖人St. Hubertus的傳說商標周圍的詩句""這是獵人們自古以來的遵循的典範，在他的領地上養育飛禽走獸，充滿運動家精神地狩獵，如同規劃般；造物之主，在祂的計畫中被榮耀著。野格利口酒由56種精選材料釀製而成；星茴香種子，肉桂，甘菊，番紅花，丁香薑，甘草，茴香種子，龍膽草根，安古斯圖拉樹皮，洋山薄荷，芫荽，蜂蜜等。以70度的酒精浸泡56種精選材料，待過濾雜質之後在橡木桶中儲存一年，添加糖漿之後再次過濾雜質，並進行裝瓶。其口感呈現淡淡的茴香味，下喉微甜順口，冰鎮入口後，一個熱源立刻由胃部竄出，立即讓您體驗獨樹一格的狂野熱情。香甜， 順暢， 微辛，入口後，立刻全身烘暖；香氛：茴香、薄荷、蜂蜜、甘草。J"
557,義大利迪沙羅娜杏仁香甜利口酒700ml,https://www.609.com.tw/Product/1108158,https://www.609.com.tw/Images/16調酒/迪沙羅娜杏仁.jpg,1108158,NT$499/瓶,畫家達·文西（Leonardo da Vinci）的學生貝爾納迪諾·路尼（Bernardino Luini）受命裝飾薩羅諾聖殿，專門保護聖母像。為了畫麥當娜，她選擇了一位美麗的當地旅館老闆作為模特。後者想通過給他一個裝滿琥珀色，芬芳而細膩的利口酒來表示感謝。當時，許多家庭都親自生產利口酒，。在這些家族中，恰好有雷納家族，1600年，喬瓦尼·雷納（Giovanni Reina）重新發現了古老的琥珀利口酒配方。Disaronno是在意大利的薩隆諾生產的，僅使用最高質量的天然食材，例如無水酒精，焦糖和浸泡在杏子仁油中的十七種精選草藥和水果的純淨香精。這種特殊配方自1525年以來就沒有改變。香氣: 杏仁，酸櫻桃皮，榛果拿鐵和淡淡西葫蘆味口感:略帶糖漿，加上小杏仁餅乾，香草，檸檬味，考杏仁和杏子。餘韻: 溫和，滑順，甜。
558,捷克艾碧斯寶石綠苦艾酒500ml,https://www.609.com.tw/Product/1108159,https://www.609.com.tw/images/16調酒/艾碧斯(綠).jpg,1108159,NT$999/瓶, 艾碧斯是很強烈的草本液體蒸餾酒，它用很多種的美味草本植物像是茴香、歐亞甘草、海索草、veronica 、茴香、檸檬香脂、當歸和蒿木 ( 添加香料中又以茴香味道和歐亞甘草，傾向於佔優勢 ) 。 艾碧斯的傳奇作用歸結於它的極端高酒精含量，範圍從 50% 到 75% ( 通常大約 60%) ，取決於添加的各種草本植物之貢獻。這是曾經在百多年前席捲歐洲的暢銷酒種，不過因為效果太過神奇引人非議，加上 威脅到法國葡萄酒市場，被法國酒商硬加上使人神志不清的罪名，因此在1915年被強制禁止製造販售，直到2003年才被歐盟議會解除封印，得以重見天日。 而在其復出的短短數年，旋即在歐美地區造成飲用熱潮，足見這個被封印了88年的酒種，果真有其神奇之處。Absinth中文直譯為「艾碧斯」，目前全球有瑞士、捷克、法國及西班牙四大產地(法、西名稱為Absinthe)，是用多種草本植物為原料所蒸餾出的高酒精度蒸餾酒(酒精度約為50%~75%)，由於原料中有苦艾草，因此在酒 類中被歸屬為苦艾酒的範疇，口感具濃烈八角味及複合香料味。該酒種起源地為瑞士，是由一名在瑞士行醫的法國醫生Pierre Ordinaire於1792所發明，原本是一種抗憂鬱的處方，後來因為擁有優越的口感與飲用後的獨特美妙感受，經改良成酒類產品推出後，馬上風靡整個歐洲。神妙感受的源頭Absinth有增強感官敏銳度的效果，許多19世紀的藝術家如畢卡索及梵 谷，更宣稱Absinth能引爆他們潛在的靈感，因此成為艾碧思的重度飲用者。也有不少人宣稱他們在飲用Absinth後，看到綠色精靈出現，因此在當 時，Absinth多了一個綠精靈(La Fee Verte)的別號。Absinth之所以能增強感官敏銳度，引爆靈感及讓人看到不存在的東西，完 全是酒中所含微量thujone成份及高酒精度所導致，目前thujone屬歐盟管制成份，每公升Absinth，thujone含量如果超過35毫升， 即屬違法，每瓶Absinth，也都會標示thujone含量。
